reviews.rating,reviews.text,,,,,,,,,,,,,,,,,,,
5,Great for the price. Easy to navigate. Kids love the games I put on it.,,,,,,,,,,,,,,,,,,,
5,"This was brought for husband, he wore out his first kindle. Excellent value.",,,,,,,,,,,,,,,,,,,
5,This is one neat little tablet. Can be used to surf net or read. I use it for both. Light and comfortable to use.,,,,,,,,,,,,,,,,,,,
5,"I bought 2 of these and they were both Christmas gifts (1) for my daughter and (1) for her daughter. The price was great ! Now, how do I let you know who the owners are and how they can set them up in their names?",,,,,,,,,,,,,,,,,,,
4,"Overall for the price you can't really complain, yes it has directed advertisements on the start screen when you turn it on but again, $50 for a tablet isn't that bad and the ads can be removed by subscribing to Amazon Prime which offers features in itself too.",,,,,,,,,,,,,,,,,,,
5,"Excellent just 50$ , and has all the features and a vast collection of books",,,,,,,,,,,,,,,,,,,
3,I actually ended up returning this item because I got frustrated with the adds. If it wasn't for that I probably would have given it 5 stars.,,,,,,,,,,,,,,,,,,,
4,Easy to use for daily usage . Small and can be hold using one hand . Very good option for kid .,,,,,,,,,,,,,,,,,,,
5,"Bought the original Kindle Fire, and was impressed with the latest updated version. Better software, camera, and more apps make this all the more worth the small price. I guess that Amazon takes a loss on the production of this unit to gain your interest in buying their merchandise and using their services. In any case, it works, and I would recommend this to anyone interested in an inexpensive internet access device.",,,,,,,,,,,,,,,,,,,
4,"Bought for kids to play games on, good for what they need it.",,,,,,,,,,,,,,,,,,,
5,This tablet has all apps needed for anyone. only one things not working with this tablet - this is some apps GPS.,,,,,,,,,,,,,,,,,,,
4,Its great it moves fast only problem the battery don't last all that long but its a good tablet I like,,,,,,,,,,,,,,,,,,,
5,Great tablet for my grandkids ranging from 6 years old to 10,,,,,,,,,,,,,,,,,,,
5,I love it my baby really enjoy it she love it I want to order more,,,,,,,,,,,,,,,,,,,
4,Love the apps and set up done by the geek squad and the simple steps to set up,,,,,,,,,,,,,,,,,,,
5,Simple to use. Has its hiccups but for 50 bucks its the best bang for the buck. Purchased for my 6 year okd to replace an older generation model,,,,,,,,,,,,,,,,,,,
5,"I bought this for Grandpa for Christmas, he has never had a computer or tablet and this was great for the first timer. Easy to use.",,,,,,,,,,,,,,,,,,,
1,It was just the worst software I've ever seen you could barely play or do anything,,,,,,,,,,,,,,,,,,,
4,Would buy again good resolution. Wish the screen was bigger,,,,,,,,,,,,,,,,,,,
4,Bought this to replace my Samsung Galaxy Tab that was about 3 years old and seemed to be running slow and was a bit heavy for a 7inch tablet. This is much lighter and since I will probably use it mostly to read books and play games like candy crush it is fast and easy to use. Very happy with it so far.,,,,,,,,,,,,,,,,,,,
5,Easy to use. Good first tablet. Would highly recommend.,,,,,,,,,,,,,,,,,,,
4,My Google Nexus suddenly died with 5 blinks of death so I got this for temporary tablet. Nice to have micro SD slot. Can't find some of my needed apps yet like my BANK. Maybe it's me.It has Single speaker but if I want nice sound I'll use headphones.Maybe a touch dimmer than the Nexus.It fits my old Bluetooth keyboard so I'm good.,,,,,,,,,,,,,,,,,,,
3,"The sales rep told me this kindle Fire tablet is easy to set up. Just follow the directions. Three hours later + a trip back to the store, a member of the Geek Squad finally got my e mail to work. He could not tell me why it was a problem. Also the camera quality is very poor. If you use it to check your e mails and browse the web, its fine. Other than that.... oh well.",,,,,,,,,,,,,,,,,,,
5,Awesome gift for the price... Small enough tobe carried around everywhere..,,,,,,,,,,,,,,,,,,,
5,Wife wanted something better for her reading and this was Perfect!,,,,,,,,,,,,,,,,,,,
5,This is a great reader. My 14 year old loves it and uses it for school work.,,,,,,,,,,,,,,,,,,,
4,Great tablet keeps my daughter busy and happy.she can do so much on it,,,,,,,,,,,,,,,,,,,
5,Great price! Great product! For a beginner tablet it's useful and fast enough to keep your music and games going!,,,,,,,,,,,,,,,,,,,
3,It was an okay purchase for my 6 year old. I definitely wouldn't pouches it for myself. Not much you can do on it.,,,,,,,,,,,,,,,,,,,
4,Does everything you need the price is as good as can be expected,,,,,,,,,,,,,,,,,,,
4,"This tablet was for my daughters birthday and so far , it's holding up well. She loves it and it does what it was meant ro do. The only drawback is the the screen doesn't get bright like your iphone or Samsung tablets.",,,,,,,,,,,,,,,,,,,
4,This tablet was recommended to me by a friend. It's definitely a great buy!,,,,,,,,,,,,,,,,,,,
5,Can't believe how fast this tablet is..great tablet for a small price,,,,,,,,,,,,,,,,,,,
3,It's different than android system's. And to be honest I prefer android.,,,,,,,,,,,,,,,,,,,
5,easy to use really bright screen easy to see. worth the money,,,,,,,,,,,,,,,,,,,
5,The tablets are cheap and can do alot I've bought many cheap tablets before that weren't good,,,,,,,,,,,,,,,,,,,
5,I like the tablet . It is vary good for reader who likes to read .my kids read books on it alot.,,,,,,,,,,,,,,,,,,,
5,"Got my mom this kindle for her birthday, she absolutely loves it. Battery lasts long, good quality camera and easy to use!",,,,,,,,,,,,,,,,,,,
5,I was looking for something easy to use if I didn't want to go on the computer and for 50$ this is great,,,,,,,,,,,,,,,,,,,
5,"Easy to use for a beginner and at a great LOW cost with many options for free or to purchase at a low cost. Never used a tablet before and LOVE it for at home or out and about where there is wi-fi available. Books, games, internet and more.....GREAT BUY!",,,,,,,,,,,,,,,,,,,
4,"This is not a top level tablet, but it was not designed to be one. It is nice to have a toss in the car/backpack/etc. one that performs reasonably well and you don't have to worry about it",,,,,,,,,,,,,,,,,,,
5,I bought this tablet for my children. It is great and comes with parental controls. I would highly recommend this tablet.,,,,,,,,,,,,,,,,,,,
4,Difficult to convert music files from I-tunes to put on this device and that is why I purchased it. Takes a lot of time to transfer files.,,,,,,,,,,,,,,,,,,,
4,Great starter Kindle for the kids. They enjoy the ability to surf.,,,,,,,,,,,,,,,,,,,
4,"Too Much Amazon, not enough Google But for $35.00 to surf the net is ok I guess.",,,,,,,,,,,,,,,,,,,
5,"Love this tablet, I bought this for my nephew and he absolutely loves it.",,,,,,,,,,,,,,,,,,,
5,"Found screen display, easy use and very versatile just the right size",,,,,,,,,,,,,,,,,,,
5,I bought this just to have a new device to play with. I love it now though and love Amazon Prime.,,,,,,,,,,,,,,,,,,,
3,while the price was great the tablet is filled with advertising and is getting slower and slower with usage...,,,,,,,,,,,,,,,,,,,
4,Great product if you love to read!!! I use it all the time. Love that I can read in the dark with it.,,,,,,,,,,,,,,,,,,,
4,over all it worked. was slower than my kindle paperwhite,,,,,,,,,,,,,,,,,,,
5,"Very easy to use, compact to carry. Great value for price.",,,,,,,,,,,,,,,,,,,
5,"I was looking for an inexpensive tablet for my children to learn on, and found that they had dropped the price of the Kindle Fire to $50. This is an unbelievable price for a tablet with this many features.",,,,,,,,,,,,,,,,,,,
5,Great $50 tablet that I don't have to worry about kids breaking. Easy to use (if you can operate an Ipad you can use this),,,,,,,,,,,,,,,,,,,
5,"if you don't need a hi-res camera (you've got one on your phone) and you don't plan to watch movies on your tablet, this Kindle is the one for you! It doesn't have all the ""bells and whistles"" but it works great for reading books and playing aps.",,,,,,,,,,,,,,,,,,,
4,This is a nice little tablet for a beginner. Can't beat $35.00!,,,,,,,,,,,,,,,,,,,
5,Good size for kids. Recommend buying a case for it since its small,,,,,,,,,,,,,,,,,,,
4,Wanted a simple tablet and this ended up meeting our expectations.,,,,,,,,,,,,,,,,,,,
4,I was very satisfied with this tablet. It was priced really cheaply but it is a decent little tablet.,,,,,,,,,,,,,,,,,,,
5,"Very simple, very light and has all the basic features you will be looking for in a tablet but don't expect a fancy device",,,,,,,,,,,,,,,,,,,
5,like it has a quad core processor but sad it does not have google play store,,,,,,,,,,,,,,,,,,,
4,Great Value for the Price.Came to store to find a holiday gift and the fire was a great pick!,,,,,,,,,,,,,,,,,,,
4,I like this tablet it's very low maintenance and is easy,,,,,,,,,,,,,,,,,,,
5,"It's affordable, great for kids, it's very good.:)",,,,,,,,,,,,,,,,,,,
5,I have one and move it and I bought it for my 9 year old niece and she loves it! Works great!,,,,,,,,,,,,,,,,,,,
4,I bought four of these tablets for my grandkids for Christmas. I already have three Kindles myself I am very pleased with. It's so easy to use the tablet instead of my desktop computer. Great sound and graphics!,,,,,,,,,,,,,,,,,,,
4,"I've had no problems so far, pretty good tablet for the price.",,,,,,,,,,,,,,,,,,,
4,Slow and has issues recognizing the sd card. I have enjoyed it however.,,,,,,,,,,,,,,,,,,,
5,"Got this for both my children after the constant breaks on more expensive products. The best decision I've made!They are happy. Apps are amazing.If you are using this for internet usage... not so much.If going to amazon app store and books, it is awesome!",,,,,,,,,,,,,,,,,,,
4,My child loved it!!! She was able to play her games!,,,,,,,,,,,,,,,,,,,
5,This is a great tablet and ereader together. Great for beginner's and all others my six year old son knows how to work this.,,,,,,,,,,,,,,,,,,,
5,Great lightweight tablet you can carry around anywhere,,,,,,,,,,,,,,,,,,,
4,I recently purchased this product for my nephew for his birthday he loves it and you can set parental setting to block unwanted content.,,,,,,,,,,,,,,,,,,,
5,"I ordered this from online and was worried that it would not function as well as the Amazon Kindle Fire. To my surprise, my children love them! The product was well priced, as well as having great features. I couldn't have brought a better Christmas present for them. I allowed them to customize and wrap their Amazon Fires. They can't wait to open it on Christmas day, as my 5 year old asks ""is it Christmas yet"" every day now lol...I would definitely recommend the purchase of this as well as the protection, it's worth it!",,,,,,,,,,,,,,,,,,,
5,Bought this for my daughter and she loves it! Great value for the price. Beautiful picture and it has all the the features she needs for class and social networking.,,,,,,,,,,,,,,,,,,,
4,I bought this product as a door prize for a party and it was well received,,,,,,,,,,,,,,,,,,,
5,Love this. Easy to use. Love that you can purchase external memory card for this tablet. I am excited to say I purchased 5 of these for family members and I am happy with the tablet.,,,,,,,,,,,,,,,,,,,
5,I got this on thanksgiving! It was super cheap and I'm glad they had it in stock!,,,,,,,,,,,,,,,,,,,
5,Very happy with this gift for my kids! Easy to use and it was a great deal!,,,,,,,,,,,,,,,,,,,
5,worth the pennybought for my 2 year old daughter who loves playing the games on the amazon store (a decent collection of free games)+ watch you tube or stored videos.Only prob is that haven't found any cable so that it can stream the videos on TV (have to go for Fire TV stick),,,,,,,,,,,,,,,,,,,
4,My three yr. Old is loving his tablet. He likes to see the free games and I can monitor very early every time he logs in. Great product for the fam.,,,,,,,,,,,,,,,,,,,
5,"Great tablet, excellent price. Kids and adults enjoy watch movies, play games, internet, etc.",,,,,,,,,,,,,,,,,,,
5,"Got this for a replacement for original Kindle Fire works better than the older one, can take pics front & back, also accepts memory card.",,,,,,,,,,,,,,,,,,,
3,"i am hoping will we happy with this fire tablet,, have a kindle fire from 2 years ago i really like, but this is so cheap am a little worried, but heard good things and that it is a bang for the buck! hope so! :)",,,,,,,,,,,,,,,,,,,
5,For the price. You can't go wrong. If you're looking for something basic and don't want to spend a lot of money. Here's your tablet. Good for kids that will pretty much will ruin you're expensive ipad or something.,,,,,,,,,,,,,,,,,,,
3,We bought this for our son. He is rough on electronics. Great price,,,,,,,,,,,,,,,,,,,
4,"Bought the original Fire for my daughter a few years ago, and she unfortunately lost it in our out of state move. This updated version is a replacement for that and she couldn't be happier. Great for kid's to read books, stream movies and tv, or playing games.",,,,,,,,,,,,,,,,,,,
4,"This is a Christmas gift so we haven't been able to fully review it but it was very simple to set up, add apps and games. I really like the parental controls!",,,,,,,,,,,,,,,,,,,
5,very good for the price. our kid loves to play with it.,,,,,,,,,,,,,,,,,,,
5,"can't beat the price, decent size, makes a great gift this holiday season.",,,,,,,,,,,,,,,,,,,
3,THIS ITEM IS GREAT FOR A 15 YEAR OLD. IT IS JUST WHAT SHE NEEDED.,,,,,,,,,,,,,,,,,,,
3,"Definitely not as smooth as hoped, then again for the price. But internet browser was really bad and you can't add chrome out the box",,,,,,,,,,,,,,,,,,,
5,Works great! This tablet has a great picture and moves much quicker than I expected.,,,,,,,,,,,,,,,,,,,
4,i got this for my 4 year old granddaughter for her to you tube and its great.,,,,,,,,,,,,,,,,,,,
5,Bought this as present for the sister. She loves it. For browsing the internet and the occasional games its perfect. Would definitely recommend.,,,,,,,,,,,,,,,,,,,
4,"perfect for kids. reading, internet, Netflix, and games",,,,,,,,,,,,,,,,,,,
4,"Better than expected for the price. Sturdy enough for regular use, fast enough for streaming and fits nicely in the hands or on the lap.",,,,,,,,,,,,,,,,,,,
4,I bought this tablet for my mom and she loves it!!! Very easy to use.,,,,,,,,,,,,,,,,,,,
5,Perfect timing since this is going to replace the original kindle that was bought for my daughter. Definitely can't complain about the price,,,,,,,,,,,,,,,,,,,
5,"Could not beat the price and the kindle fire is a nice tablet to have for reading, playing games, letting grandkids play on.",,,,,,,,,,,,,,,,,,,
4,"First, let me say, that I only took one star away, because even after getting I touch installed, my little girl can turn the unit off or mess with whatever is playing by pushing buttons. Not sure if it would have been worth it to pay the extra fifty for the kids edition. Aside from that one single item, this has been an excellent purchase.",,,,,,,,,,,,,,,,,,,
4,Great for a good read or binge watching in your bedroom. Slim size tablet so it fits perfectly in your palm,,,,,,,,,,,,,,,,,,,
5,I have enjoyed becoming familiar with all the services available on my kindle!,,,,,,,,,,,,,,,,,,,
4,Bought for gift for my 8 year old niece she loved it it's great for a starter and well priced,,,,,,,,,,,,,,,,,,,
4,good tablet for my purpose. using when wanting to look up things when not at computer,,,,,,,,,,,,,,,,,,,
4,"Well worth the $50 for a nice tablet. It fits the bill. Nice display, no frills.",,,,,,,,,,,,,,,,,,,
5,Purchased this on Black Friday. Clear screen and just the right size for toddlers to use.,,,,,,,,,,,,,,,,,,,
5,Bought this for my dad and he loves it! Light weight and easy to use.,,,,,,,,,,,,,,,,,,,
4,I bought 2 of these tables for the daycare center and they are just great to work with and the children love them.,,,,,,,,,,,,,,,,,,,
5,This is a great product. Easy to use and very user friendly.,,,,,,,,,,,,,,,,,,,
4,"Great Price on a nice little tablet , easy to use !!",,,,,,,,,,,,,,,,,,,
4,My daughter loves this tablet. It's not as big and flashy as some but it has all the bells and whistles needed.,,,,,,,,,,,,,,,,,,,
4,The tablet is great for only $50 but certainly not the most touch responsive. It feels a little slow to me. It also irked me that you have to pay extra to remove the ads from the lock screen.,,,,,,,,,,,,,,,,,,,
5,Would recommend for anyone great value big screen great features,,,,,,,,,,,,,,,,,,,
5,just getting this kindle figured out. so far I like what I see.,,,,,,,,,,,,,,,,,,,
5,My first tablet purchase & is perfect for my needs. Very easy to operate.,,,,,,,,,,,,,,,,,,,
3,"the screen is mediocre. the processor is good, very little storage. and you have to deal with ads, every time you turn on the screen. You can pay to have them removed. for that price you can get a better screen, more storage and open ecocistem. that is not tied only to amazon",,,,,,,,,,,,,,,,,,,
4,Bought two of these for the kids so they would not fight and could each have their own. They love them so far. I like that I can add an SD card for extra storage.,,,,,,,,,,,,,,,,,,,
5,Great black Friday deal. Love the tablets. Recommended,,,,,,,,,,,,,,,,,,,
5,Using the tablet on a daily basisEasy to use especially for reading msgs and news items.,,,,,,,,,,,,,,,,,,,
5,"I bought this to replace my Nook reader, $50 for a Fire vs $140 for a new Nook was a no brainer. I had to use Calibre to convert some epub books to mobile format on the Fire, but that was easy. The ability to use WiFi to check email, surf the web, it's miles ahead of the black and white Nook.",,,,,,,,,,,,,,,,,,,
5,This is a awsome tablet and a great value love it!,,,,,,,,,,,,,,,,,,,
5,"This tablet offers amazing value for the price. It is not hd but still offers good resolution. Reminds me of the graphics on the first iPad or iPad mini 1. Performance is right up there with the more expensive models. With the ability to add more storage with an SD card, and Amazon customer service, you really can't go wrong with this one.",,,,,,,,,,,,,,,,,,,
5,This is a really good tablat at a good price.. my sister bought one naby tablet from another store at $200 and is not even working she has troble to charge the naby tablet for that reason i gave her the amazon tablet is not expensive and also has good feautures.,,,,,,,,,,,,,,,,,,,
5,I ordered two for my grandchildren for Christmas and decided to get one for me on the black Friday deal because I couldn't beat the price. I've been using it for about 1 week and so far I am really liking it and my grandkids will love it. They only issue I've had is the 3rd day I couldn't get it to charge so had to do a hard restart but now the charger cord that came with it no longer works but its too short anyway so I use a micro usb cord I had. I've read that this is an issue with these but who doesn't have an extra micro usb cord laying around.,,,,,,,,,,,,,,,,,,,
5,"The tablet is very durable, and it also contains sufficient applications. Good quality.",,,,,,,,,,,,,,,,,,,
5,I brought this tablet for my 5 year old nephew. For 50.00 He can stay off mine and enjoy Netflix and you tube. Plus it has parental control. Greatest gift ever!,,,,,,,,,,,,,,,,,,,
5,This is great for a first time tablet owner lots of features,,,,,,,,,,,,,,,,,,,
5,Got this tablet for my daughter and she loved it again great tablet.,,,,,,,,,,,,,,,,,,,
2,Decent product. Not so much if you're used to android software. You can't get your photos saved in google. More than half of my music collection vanished once the memory card was inserted. Basicly have to hack the thing to get any apps outside of amazon and then reliability is poor. Exchanged it for am android tablet,,,,,,,,,,,,,,,,,,,
4,"Would be better if you could use the Google play store, still haven t figured out how to download yet",,,,,,,,,,,,,,,,,,,
5,"My wife's laptop bit the dust and I needed a low-cost solution so she could read her email and surf the net. This device does the job. I was impressed with the quality for $50. I have no complaints. Cheap, easy to use and keeps the wife happy. Good deal!",,,,,,,,,,,,,,,,,,,
5,"Before you conclude it does not have enough, look at what it can do and read the specs.",,,,,,,,,,,,,,,,,,,
5,I Bought This For My Five Year Sister. It's Easy To Use & She Loves It. She Had A Nabi Before But The Charger Port Wasn't Suited For A Young Child It Was Easy To Break. This Tablet Is Ten Times Better All Around.,,,,,,,,,,,,,,,,,,,
4,"Bought for a Christmas present for family member, great value.",,,,,,,,,,,,,,,,,,,
5,"I've avoided an e-reader as my tablet served well. When Amazon released this new Kindle Fire for $50, I thought, why not? I'm traveling a lot and it's nice and compact.Whoa! It also doubles as a tablet, as far as being able to access Internet, email, other things; the Amazon app (I can't remember the name, but it's pre-installed) has hundreds of free--yes, free--apps.I'm delighted to the point I've now purchased two more as gifts. I did add an SD card to increase storage space, but that was minor. Great product; excellent buy!",,,,,,,,,,,,,,,,,,,
5,I have two Apple I-Pads that my students and I use in my third grade classroom. I've wanted one for home use but didn't want the expense. This Amazon Fire tablet does just about as much as my school Apple I pads but at less than a quarter of the cost. The amazon fire tablets are smaller but easy to use and amazingly fast loading! wish i had one for each student!,,,,,,,,,,,,,,,,,,,
4,We're really enjoying it. The price was right. Great 4 a beginner,,,,,,,,,,,,,,,,,,,
4,Can't really tell you much as I gave it as a gift but it has been well received.,,,,,,,,,,,,,,,,,,,
5,I bought three of these tablets. They are the best tablets around. They are very fast and durable as well. They are simple to use both of my children use them. I haven't had any issues with this product.,,,,,,,,,,,,,,,,,,,
4,It was on sale. Worth it for a first time tablet buyer for something inexpensive,,,,,,,,,,,,,,,,,,,
5,"Pretty good tablet for the cost, I would highly recommend!",,,,,,,,,,,,,,,,,,,
4,"a great tablet for the price, i love now that the amazon fire tablet has a micro sd slot. lightweight, connect to net easy,",,,,,,,,,,,,,,,,,,,
5,For the money this tablet can't be beat. great for kids or adults who aren't looking for a powerful tablet.,,,,,,,,,,,,,,,,,,,
2,"Pros:InexpensiveExpandable storageGood for Amazon Prime members and Amazon shoppersCons:Slow/sluggish performanceLack of apps (no YouTube, Instagram etc)Some available apps crash or can not be installedTouch screen freezesScreen resolution is not sharp or bright, greenish hueToo many links/ads to buy thingsSound quality is not goodWiFi onlyConclusion:For the price the Amazon Fire 7 Tablet is good for those who want an eReader that can also access email, Facebook and Amazon Prime but the lack of apps, cheap construction and buggy performance keep it from being a good, full-featured tablet.",,,,,,,,,,,,,,,,,,,
5,I love this. It is great. One of the best things I ever bought. It can do so much.,,,,,,,,,,,,,,,,,,,
3,"You cannot beat the price on this tablet, but there is no bluetooth. Also, it really hits you hard with advertising and trying to get you to do everything through amazon. We bought it to use in the kitchen with our digital cookbooks.",,,,,,,,,,,,,,,,,,,
4,"I read mixed reviews on these tablets and nearly talked myself out of buying one, but then on Black Friday the price hit 35 bucks temporarily, so I bought it.I am really happy that I did.While it's no where near that of the Apple devices in overall image quality, it puts out a pretty nice screen view with plenty of color and brightness.I was able to download all the main social media apps, several streaming content apps, and plenty of games to mess around with all for free. So far only 1 app has ""crashed"" on me resulting in a restart.The size is perfect, almost fits in a man's jeans back pocket without a case, but large enough to enjoy looking at for extended periods.Battery seems to hold up well, and the buttons are working as they should, with quick transitions and processing.I added a 64GB SD card to store things later, but I never planned on using it for much more than an around the house browsing or streaming device.The camera works well.The sound is decent.They make cases just like that of the Apple tablets for as little as 8 bucks.Bottom line, it's not the best tablet, but it is a good one for someone who's never used one or just wants one for general purpose use. I would trust a device from Amazon a lot quicker then some of these cheaper tablets.We bought 4 more to give away at Christmas we liked ours so much.",,,,,,,,,,,,,,,,,,,
4,Great and easy setup. Easy to use for people that don't have much tech experience,,,,,,,,,,,,,,,,,,,
5,"Got this for a present for someone, and they love it. They really wanted an e reader not a tablet and that's why he loves it.",,,,,,,,,,,,,,,,,,,
5,"Awesome little tablet. It isn't the fastest, but it gets the job done. Bought one for my father and one for myself. He uses it to watch DIY videos on YouTube and online browsing. I do the same and also listen to my Spotify playlists. It's pretty cheap too!",,,,,,,,,,,,,,,,,,,
5,we love this tablet and the price. awesome deal. it was so good we going back to get two more. it's amazing .. can't say no more except get you one,,,,,,,,,,,,,,,,,,,
3,"I bought this tablet to connect to my hdtv. After not being able to get it to connect, I called Amazon customer care who informed me that this model doesn't connect to the tv, but the previous model (4th generation) does and that I should purchase the Amazon fire stick. Why the newer model does less...who knows. If you want to watch movies just on the tablet then it's a great buy, but didn't work for my purposes.",,,,,,,,,,,,,,,,,,,
5,"not top of the line but don't let the price fool you. If you don't already have a tablet and not looking to spend a lot this is perfect. Plenty of free apps and games. You get the most for your dollar on this product, makes a great gift for friends and family.",,,,,,,,,,,,,,,,,,,
5,"I love it , this was a great investment for my family",,,,,,,,,,,,,,,,,,,
3,"My mother has the larger Amazon tablet, which prompted me to purchase this version. The tablet screen seemed smaller than a standard 7' tablet, so I returned it.",,,,,,,,,,,,,,,,,,,
5,"I bought this item for my kid for 35$ and enjoying lot. Compared to other Tabs this is a great bargain.Pros: Its easy to use , battery is excellent works for long, even while games are being played.Strong body and very good touch sensitive.Cons: Screen resolution looks little grayish , not bright enough. which probably is good for kid eyes while playing longer.",,,,,,,,,,,,,,,,,,,
4,"Small tablet, I have an Ipad but this item is great to take along fits in your purse and is very durable. I have purchased 3 other for family.",,,,,,,,,,,,,,,,,,,
5,so beautiful and system is very good and the app is good too.,,,,,,,,,,,,,,,,,,,
5,Its worth to buy this table for the price. elegant design and response. feel better than samsung tab,,,,,,,,,,,,,,,,,,,
5,Got for a 4 year old solely for games has enough memory for kid apps,,,,,,,,,,,,,,,,,,,
2,"The resolution on the games is not good. I didn't even try to watch Netflix because i knew it wouldn't show clearly. Also, it is slow using the internet. I assumed it would look and work like Android but i wrong. Everything is Amazon which i am unfamiliar with. Honestly, it is better for reading books. I returned for something more diverse and better.",,,,,,,,,,,,,,,,,,,
4,Was a nice deal for 50 bucks can't beat that and its fast and works great,,,,,,,,,,,,,,,,,,,
3,"This tablet does what it supposed to do, however, if you have one of the newer smart phones with a large screen there just isn't enough difference in the screen size to justify a second piece of equipment.",,,,,,,,,,,,,,,,,,,
5,Great kindle for the price nice picture for a 7 inch screen,,,,,,,,,,,,,,,,,,,
5,"I bought my wife one, she bought me one a few weeks later and now I'm going to buy my mamma one. Great on the go, take to work and business trip device. My little girl loves learning on the kids ABC and coloring app!",,,,,,,,,,,,,,,,,,,
5,"It is an amazing product for beggnners, high quality materIals amd fast processor",,,,,,,,,,,,,,,,,,,
4,50 bucks and It's still a good tablet . I have issues with it cause I've always used the iPad so it's a completely different experience .I just wanted something to watch movies while I rode the train and this is perfect . The biggest flaw is the ads everytime you turn it on but makes up with the capability of adding storage . Look 50 bucks for a good tablet is cheaper than a night out with friends,,,,,,,,,,,,,,,,,,,
5,"I purchased this tablet for my mother for the camera, reading books, and emailing. Awesome price and value!",,,,,,,,,,,,,,,,,,,
5,The unit seems to have a sturdy build and it loads and unloads very quickly,,,,,,,,,,,,,,,,,,,
5,I thought $49 for a Kindle tablet was a fantastic price until the Black Friday deal of $35. I did add a 32gb memory card. Kindle Freetime is great. My 6 year old loves the tablet. Works great with many kid friendly apps. I also put a kid proof cover.,,,,,,,,,,,,,,,,,,,
4,"I had an old kindle, and its battery was beginning to fail. The Kindle Fire 7 replaces it, with much more functionality. It does, however, require charging more often.",,,,,,,,,,,,,,,,,,,
3,restricts use of some web pages- including barnes and nobles where I have a library- useless to read the books in my Barnes library,,,,,,,,,,,,,,,,,,,
4,For the little price I paid this was a good buy for the kids. I prefer the Amazon tablets for my kids so they can be more involved with reading.,,,,,,,,,,,,,,,,,,,
5,Great to read books and it do almost everything a table will do,,,,,,,,,,,,,,,,,,,
4,Don't expect top of the line performance from this 50 dollar unit but it has really nice picture ok sound and good battery life. Shortcomings would be small memory causing laggy performance at times unless you keep your storage amount low on the built in memory.,,,,,,,,,,,,,,,,,,,
5,I bought about 5 tablets before. This is the best tablets I ever bought.,,,,,,,,,,,,,,,,,,,
4,Only reason I was not able to rate this five of five is that the app 3m cloud library is not yet compatible so getting books from the library requires an older app which does not work as well.,,,,,,,,,,,,,,,,,,,
5,A really nice tablet for a first time owner. Works great and has a decent sized screen,,,,,,,,,,,,,,,,,,,
5,I had a tablet that was stolen and I was happy to replace it with this one it is just as nice and easy to use!,,,,,,,,,,,,,,,,,,,
5,Works great with a prime account. Get 1 free book per month. only problem is if you have 2 tablets you both have to share the same book. Works great with my local library..(Remember those?),,,,,,,,,,,,,,,,,,,
4,"For me it is too small. I would prefer it to be 8"".",,,,,,,,,,,,,,,,,,,
5,I originally bought this tablet for my granddaughters birthday gift. When I saw how easy it was for her to access her homework and other reading materials she needed for school I was so impressed I bought 5 more for each one of my grand kids for Christmas I would recommend this tablet to family & friends.,,,,,,,,,,,,,,,,,,,
5,"Great product easy to use and scroll, better than a competitor product we purchased",,,,,,,,,,,,,,,,,,,
4,I do not have any complaints regarding this product.,,,,,,,,,,,,,,,,,,,
5,I bought this kindle to replace my aging kindle fire 2 nd generation. Battery life is improved with new features. Display is excellent. Love having a camera. Very happy customer!!!!,,,,,,,,,,,,,,,,,,,
5,This is for a present. I have one of these for myself and love it!,,,,,,,,,,,,,,,,,,,
4,"I like my new amazon fire. Great price for a tablet. I choose it for my daughter Christmas gift. Since she is 7 years old, she need to study a lot on some apps her school required. She love play apps games too. It's a must.",,,,,,,,,,,,,,,,,,,
5,Got it on sale for $34.99 so I can say I got more than my moneys worth so far so good.,,,,,,,,,,,,,,,,,,,
5,"This tablet is a nice gift for my granddaughters , they spending a lot of time reading books on this and they have a fun time with the games . Love it",,,,,,,,,,,,,,,,,,,
5,Love the Kindle Fire. Was a previous Nook user. This is so much better and am so much more happier with it.,,,,,,,,,,,,,,,,,,,
3,"My old Kindle Fire got pushed into the water by my cat, so I bought a new one. It's OK, but nothing to write home about. Kinda of slow and the size is a little awkward.....too narrow. It'll do, and the price is right, but if you can afford more, buy a better tablet.",,,,,,,,,,,,,,,,,,,
5,I have been wanting to get a Kindle for my children and happened to see this at Best Buy. Couldn't pass up a fantastic Kindle at a great price.,,,,,,,,,,,,,,,,,,,
5,"This tablet is excellent. Hard to imagine all these features can be in this unit for under $50.00...It is a must buy, especially if you have children who like to use your tablet. Perhaps buy them one of their own....For us it is one of a few tablets we own, but it is one we are glad to have.",,,,,,,,,,,,,,,,,,,
5,my daughter loves it. she plays several games on her kindle.,,,,,,,,,,,,,,,,,,,
4,Good price for a tablet. I was really impress with all that it could do.,,,,,,,,,,,,,,,,,,,
5,Love the Kindles. I give them for gifts. Love access to free books,,,,,,,,,,,,,,,,,,,
4,Love my new Kindle. The picture is clear. The camera takes beautiful pictures. Happy with this purchase.,,,,,,,,,,,,,,,,,,,
4,"For 50 bucks, it's a nice starter tablet. Wish it had Bluetooth but can't really complain at this price",,,,,,,,,,,,,,,,,,,
4,It does the job for me. Its small and portable. Keep it in air plane mode with the wifi for longer battery life.,,,,,,,,,,,,,,,,,,,
